20110103 134100;126.69;126.69;126.69;126.69;8168
20110103 134200;126.69;126.69;126.69;126.69;15713
20110103 134300;126.69;126.7;126.69;126.69;3000
20110103 134400;126.69;126.7;126.68;126.69;5887
20110103 134500;126.68;126.69;126.68;126.69;2100
20110103 134600;126.69;126.69;126.67;126.69;27045
20110103 134700;126.69;126.71;126.69;126.71;61500
20110103 134800;126.69;126.69;126.67;126.68;23558
20110103 134900;126.69;126.69;126.67;126.67;10700
20110103 135000;126.67;126.68;126.67;126.68;12700
20110103 135100;126.68;126.68;126.67;126.68;4500
20110103 135200;126.67;126.68;126.66;126.67;6500
20110103 135300;126.66;126.67;126.66;126.66;9300
20110103 135400;126.66;126.67;126.66;126.66;4300
20110103 135500;126.67;126.67;126.66;126.67;13500
20110103 135600;126.67;126.67;126.66;126.66;1300
20110103 135700;126.66;126.67;126.65;126.65;4100
20110103 135800;126.65;126.65;126.63;126.63;48316
20110103 135900;126.63;126.64;126.62;126.63;23300
20110103 140000;126.64;126.66;126.63;126.66;1900
20110103 140100;126.66;126.66;126.65;126.65;7245
20110103 140200;126.66;126.66;126.65;126.65;3175
20110103 140300;126.65;126.65;126.64;126.65;11400
20110103 140400;126.65;126.65;126.64;126.65;18800
20110103 140500;126.65;126.65;126.65;126.65;8700
20110103 140600;126.65;126.66;126.64;126.66;48500
20110103 140700;126.67;126.67;126.66;126.66;17279
20110103 140800;126.66;126.67;126.66;126.67;1000
20110103 140900;126.66;126.66;126.65;126.66;3249
20110103 141000;126.65;126.66;126.64;126.65;6943
20110103 141100;126.65;126.65;126.64;126.65;5523
20110103 141200;126.64;126.65;126.64;126.65;2450
20110103 141300;126.65;126.66;126.65;126.65;9176
20110103 141400;126.66;126.66;126.65;126.66;3900
20110103 141500;126.66;126.66;126.65;126.66;80400
20110103 141600;126.66;126.67;126.66;126.67;74452
20110103 141700;126.67;126.67;126.67;126.67;19756
20110103 141800;126.67;126.67;126.67;126.67;29322
20110103 141900;126.66;126.68;126.66;126.68;22337
20110103 142000;126.7;126.7;126.67;126.68;89430
20110103 142100;126.68;126.68;126.68;126.68;239
20110103 142200;126.68;126.7;126.67;126.7;17141
20110103 142300;126.7;126.71;126.69;126.7;73538
20110103 142400;126.7;126.72;126.7;126.72;140164
20110103 142500;126.72;126.73;126.71;126.71;57327
20110103 142600;126.7;126.72;126.7;126.71;19070
20110103 142700;126.71;126.72;126.7;126.71;54426
20110103 142800;126.72;126.73;126.71;126.71;63318
20110103 142900;126.71;126.71;126.69;126.69;13726
20110103 143000;126.7;126.72;126.69;126.71;80051
20110103 143100;126.71;126.74;126.66;126.72;2259046
20110103 143200;126.72;126.79;126.69;126.79;815728
20110103 143300;126.79;126.81;126.73;126.75;603568
20110103 143400;126.75;126.8;126.73;126.74;459813
20110103 143500;126.74;126.76;126.73;126.76;623126
20110103 143600;126.75;126.77;126.74;126.75;558622
20110103 143700;126.75;126.76;126.72;126.72;405214
20110103 143800;126.72;126.78;126.72;126.78;358135
20110103 143900;126.77;126.78;126.76;126.77;252687
20110103 144000;126.77;126.81;126.76;126.77;358311
20110103 144100;126.78;126.83;126.75;126.81;1376985
20110103 144200;126.81;126.85;126.8;126.84;513031
20110103 144300;126.84;126.9;126.83;126.89;615635
20110103 144400;126.89;126.93;126.89;126.93;432582
20110103 144500;126.93;126.98;126.92;126.95;848348
20110103 144600;126.95;126.99;126.93;126.95;911545
20110103 144700;126.94;126.98;126.94;126.96;258750
20110103 144800;126.97;126.98;126.96;126.98;357027
20110103 144900;126.98;127.07;126.95;127.06;929251
20110103 145000;127.06;127.1;127.03;127.07;988514
20110103 145100;127.07;127.08;127.06;127.06;312124
20110103 145200;127.06;127.08;127.04;127.05;437814
20110103 145300;127.05;127.07;127.04;127.05;303127
20110103 145400;127.05;127.05;127.01;127.02;397518
20110103 145500;127.03;127.07;127.01;127.06;575492
20110103 145600;127.06;127.13;127.04;127.12;458755
20110103 145700;127.12;127.13;127.09;127.12;416905
20110103 145800;127.11;127.13;127.1;127.12;222686
20110103 145900;127.11;127.15;127.11;127.13;262660
20110103 150000;127.13;127.15;127.12;127.13;166660
20110103 150100;127.14;127.16;127.04;127.05;865261
20110103 150200;127.04;127.11;127.04;127.09;441391
20110103 150300;127.08;127.11;127.07;127.08;307159
20110103 150400;127.09;127.09;126.97;126.99;729409
20110103 150500;126.99;127.05;126.97;127.04;626520
20110103 150600;127.04;127.07;127.04;127.05;323538
20110103 150700;127.05;127.07;127.03;127.04;304163
20110103 150800;127.04;127.09;127.02;127.05;573508
20110103 150900;127.04;127.05;127.02;127.02;227498
20110103 151000;127.03;127.07;127.03;127.07;164883
20110103 151100;127.06;127.12;127.06;127.11;523669
20110103 151200;127.1;127.11;127.08;127.1;253627
20110103 151300;127.09;127.1;127.08;127.09;121747
20110103 151400;127.09;127.12;127.09;127.11;199942
20110103 151500;127.11;127.12;127.1;127.1;155323
20110103 151600;127.1;127.17;127.1;127.16;709385
20110103 151700;127.16;127.25;127.13;127.23;1426255
20110103 151800;127.23;127.25;127.23;127.24;390351
20110103 151900;127.24;127.25;127.22;127.24;396176
20110103 152000;127.23;127.27;127.23;127.27;266191
20110103 152100;127.27;127.27;127.24;127.27;197064
20110103 152200;127.26;127.27;127.25;127.26;77868
20110103 152300;127.27;127.27;127.24;127.25;403422
20110103 152400;127.26;127.26;127.24;127.25;142451
20110103 152500;127.24;127.29;127.22;127.24;438574
20110103 152600;127.24;127.26;127.22;127.24;166070
20110103 152700;127.24;127.26;127.23;127.23;239096
20110103 152800;127.23;127.25;127.21;127.21;198631
20110103 152900;127.21;127.25;127.18;127.19;290696
20110103 153000;127.18;127.21;127.18;127.2;115734
20110103 153100;127.2;127.21;127.15;127.16;334553
20110103 153200;127.16;127.19;127.14;127.16;288183
20110103 153300;127.17;127.19;127.16;127.18;185380
20110103 153400;127.18;127.21;127.18;127.19;218496
20110103 153500;127.2;127.22;127.16;127.16;137490
20110103 153600;127.16;127.17;127.15;127.17;100285
20110103 153700;127.16;127.18;127.15;127.16;439656
20110103 153800;127.16;127.17;127.15;127.16;109558
20110103 153900;127.16;127.18;127.16;127.17;255473
20110103 154000;127.16;127.19;127.16;127.18;111006
20110103 154100;127.18;127.23;127.18;127.22;226156
20110103 154200;127.22;127.27;127.22;127.26;326184
20110103 154300;127.26;127.27;127.25;127.27;83750
20110103 154400;127.27;127.29;127.26;127.27;364554
20110103 154500;127.27;127.28;127.24;127.26;258082
20110103 154600;127.25;127.28;127.25;127.27;287488
20110103 154700;127.27;127.36;127.25;127.35;810813
20110103 154800;127.34;127.35;127.31;127.31;241998
20110103 154900;127.31;127.32;127.3;127.32;130869
20110103 155000;127.31;127.33;127.3;127.31;212572
20110103 155100;127.31;127.35;127.3;127.35;188778
20110103 155200;127.34;127.39;127.34;127.39;331003
20110103 155300;127.39;127.39;127.37;127.38;227764
20110103 155400;127.37;127.43;127.37;127.38;551669
20110103 155500;127.38;127.39;127.35;127.36;178976
20110103 155600;127.36;127.37;127.36;127.37;50088
20110103 155700;127.36;127.39;127.36;127.38;96790
20110103 155800;127.38;127.4;127.38;127.39;126491
20110103 155900;127.4;127.4;127.38;127.39;153081
20110103 160000;127.39;127.41;127.37;127.4;112933
20110103 160100;127.4;127.42;127.37;127.37;291703
20110103 160200;127.37;127.4;127.37;127.38;163100
20110103 160300;127.38;127.41;127.38;127.41;155641
20110103 160400;127.41;127.42;127.39;127.4;130582
20110103 160500;127.41;127.41;127.38;127.38;114897
20110103 160600;127.38;127.42;127.38;127.4;363162
20110103 160700;127.41;127.42;127.38;127.38;247569
20110103 160800;127.38;127.39;127.36;127.37;158583
20110103 160900;127.36;127.37;127.35;127.37;74094
20110103 161000;127.36;127.4;127.35;127.38;594564
20110103 161100;127.38;127.39;127.36;127.38;183493
20110103 161200;127.38;127.39;127.35;127.36;436168
20110103 161300;127.35;127.38;127.34;127.37;573365
20110103 161400;127.38;127.38;127.33;127.33;444506
20110103 161500;127.33;127.36;127.32;127.36;187970
20110103 161600;127.36;127.37;127.34;127.34;384760
20110103 161700;127.34;127.34;127.32;127.33;158755
20110103 161800;127.33;127.36;127.32;127.34;245182
20110103 161900;127.33;127.38;127.33;127.37;274436
20110103 162000;127.38;127.39;127.36;127.36;113920
20110103 162100;127.37;127.38;127.37;127.38;75391
20110103 162200;127.38;127.42;127.38;127.42;238066
20110103 162300;127.41;127.42;127.39;127.41;223849
20110103 162400;127.41;127.46;127.4;127.44;433803
20110103 162500;127.44;127.45;127.4;127.42;323195
20110103 162600;127.42;127.44;127.42;127.43;64658
20110103 162700;127.42;127.43;127.42;127.43;82212
20110103 162800;127.42;127.43;127.42;127.43;45254
20110103 162900;127.43;127.43;127.4;127.42;132079
20110103 163000;127.42;127.44;127.4;127.44;165921
20110103 163100;127.43;127.44;127.4;127.43;117640
20110103 163200;127.42;127.44;127.37;127.38;167704
20110103 163300;127.38;127.4;127.37;127.4;215049
20110103 163400;127.4;127.41;127.39;127.41;66121
20110103 163500;127.4;127.45;127.4;127.44;319954
20110103 163600;127.44;127.52;127.43;127.49;497624
20110103 163700;127.49;127.51;127.47;127.51;431772
20110103 163800;127.5;127.52;127.5;127.51;117524
20110103 163900;127.51;127.56;127.5;127.55;216560
20110103 164000;127.55;127.6;127.52;127.53;879679
20110103 164100;127.52;127.54;127.51;127.53;425096
20110103 164200;127.54;127.54;127.5;127.51;167798
20110103 164300;127.51;127.52;127.49;127.51;221357
20110103 164400;127.5;127.51;127.43;127.45;669463
20110103 164500;127.45;127.46;127.42;127.45;206281
20110103 164600;127.45;127.46;127.44;127.45;130766
20110103 164700;127.45;127.46;127.45;127.45;50705
20110103 164800;127.45;127.46;127.45;127.45;46839
20110103 164900;127.45;127.46;127.44;127.45;95609
20110103 165000;127.45;127.45;127.44;127.45;97706
20110103 165100;127.44;127.46;127.44;127.44;125455
20110103 165200;127.45;127.46;127.44;127.45;60417
20110103 165300;127.45;127.45;127.43;127.43;110411
20110103 165400;127.44;127.44;127.41;127.42;184652
20110103 165500;127.43;127.44;127.42;127.42;110840
20110103 165600;127.43;127.44;127.4;127.41;262487
20110103 165700;127.4;127.43;127.39;127.43;158231
20110103 165800;127.43;127.45;127.42;127.45;130526
20110103 165900;127.45;127.48;127.44;127.47;211228
20110103 170000;127.47;127.49;127.47;127.48;161229
20110103 170100;127.47;127.48;127.46;127.47;156149
20110103 170200;127.47;127.5;127.46;127.5;206422
20110103 170300;127.49;127.5;127.48;127.5;202529
20110103 170400;127.5;127.5;127.49;127.49;192806
20110103 170500;127.49;127.5;127.49;127.49;59694
20110103 170600;127.5;127.5;127.49;127.5;62496
20110103 170700;127.5;127.5;127.48;127.5;185698
20110103 170800;127.5;127.54;127.49;127.53;389135
20110103 170900;127.52;127.55;127.52;127.55;112123
20110103 171000;127.54;127.55;127.54;127.54;161977
20110103 171100;127.55;127.55;127.54;127.54;116649
20110103 171200;127.54;127.55;127.52;127.53;142667
20110103 171300;127.52;127.53;127.52;127.52;47981
20110103 171400;127.53;127.53;127.51;127.52;74468
20110103 171500;127.52;127.52;127.5;127.5;73975
20110103 171600;127.51;127.51;127.49;127.5;64496
20110103 171700;127.5;127.51;127.49;127.51;62362
20110103 171800;127.51;127.51;127.5;127.5;26568
20110103 171900;127.5;127.54;127.5;127.53;92297
20110103 172000;127.52;127.54;127.52;127.52;134625
20110103 172100;127.53;127.54;127.53;127.54;92298
20110103 172200;127.54;127.54;127.53;127.54;25123
20110103 172300;127.54;127.54;127.52;127.52;76754
20110103 172400;127.53;127.55;127.52;127.55;295746
20110103 172500;127.55;127.55;127.54;127.55;39914
20110103 172600;127.55;127.55;127.52;127.52;102934
20110103 172700;127.52;127.53;127.51;127.52;72999
20110103 172800;127.52;127.52;127.49;127.49;319366
20110103 172900;127.49;127.51;127.48;127.48;219719
20110103 173000;127.48;127.49;127.47;127.48;191062
20110103 173100;127.48;127.5;127.43;127.49;228988
20110103 173200;127.5;127.5;127.48;127.5;99679
20110103 173300;127.5;127.5;127.49;127.49;56500
20110103 173400;127.5;127.51;127.49;127.51;31840
20110103 173500;127.51;127.51;127.49;127.5;49020
20110103 173600;127.49;127.5;127.49;127.5;30778
20110103 173700;127.5;127.5;127.48;127.48;104586
20110103 173800;127.48;127.49;127.47;127.48;219169
20110103 173900;127.48;127.48;127.47;127.48;63309
20110103 174000;127.48;127.48;127.47;127.47;39972
20110103 174100;127.48;127.49;127.47;127.47;166234
20110103 174200;127.48;127.5;127.47;127.5;84738
20110103 174300;127.5;127.5;127.49;127.5;41183
20110103 174400;127.5;127.5;127.49;127.49;42041
20110103 174500;127.49;127.5;127.49;127.5;58619
20110103 174600;127.5;127.52;127.48;127.49;526959
20110103 174700;127.49;127.51;127.49;127.49;168787
20110103 174800;127.5;127.5;127.49;127.49;23450
20110103 174900;127.5;127.5;127.49;127.5;32504
20110103 175000;127.5;127.5;127.47;127.48;158550
20110103 175100;127.48;127.48;127.46;127.48;253042
20110103 175200;127.47;127.49;127.47;127.48;131019
20110103 175300;127.48;127.5;127.47;127.49;84279
20110103 175400;127.49;127.49;127.45;127.46;239224
20110103 175500;127.46;127.48;127.46;127.46;179572
20110103 175600;127.46;127.47;127.44;127.44;322239
20110103 175700;127.44;127.45;127.42;127.45;200152
20110103 175800;127.45;127.45;127.38;127.38;325205
20110103 175900;127.39;127.41;127.35;127.41;602816
20110103 180000;127.41;127.42;127.39;127.42;362393
20110103 180100;127.42;127.44;127.41;127.44;176720
20110103 180200;127.43;127.45;127.43;127.45;169628
20110103 180300;127.44;127.46;127.43;127.44;210466
20110103 180400;127.45;127.46;127.4;127.42;303647
20110103 180500;127.43;127.43;127.42;127.42;26035
20110103 180600;127.42;127.43;127.41;127.42;112001
20110103 180700;127.42;127.42;127.4;127.4;51618
20110103 180800;127.4;127.41;127.39;127.4;67909
20110103 180900;127.4;127.4;127.39;127.4;49002
20110103 181000;127.4;127.43;127.39;127.41;223381
20110103 181100;127.41;127.43;127.4;127.41;261510
20110103 181200;127.41;127.44;127.41;127.43;195002
20110103 181300;127.43;127.45;127.43;127.45;150891
20110103 181400;127.45;127.45;127.44;127.44;15060
20110103 181500;127.44;127.45;127.44;127.45;42374
20110103 181600;127.45;127.46;127.44;127.45;119875
20110103 181700;127.45;127.45;127.43;127.45;55715
20110103 181800;127.45;127.45;127.4;127.43;212333
20110103 181900;127.43;127.44;127.4;127.41;281948
20110103 182000;127.41;127.41;127.38;127.4;121044
20110103 182100;127.4;127.41;127.4;127.4;27536
20110103 182200;127.41;127.42;127.4;127.41;134373
20110103 182300;127.41;127.44;127.4;127.4;412226
20110103 182400;127.41;127.41;127.39;127.41;200077
20110103 182500;127.41;127.41;127.4;127.41;25278
20110103 182600;127.41;127.41;127.37;127.4;217844
20110103 182700;127.41;127.41;127.37;127.37;287379
20110103 182800;127.38;127.39;127.37;127.37;308468
20110103 182900;127.38;127.38;127.37;127.37;84751
20110103 183000;127.38;127.39;127.37;127.39;48790
20110103 183100;127.38;127.39;127.38;127.39;19254
20110103 183200;127.39;127.41;127.38;127.41;445201
20110103 183300;127.41;127.41;127.38;127.39;265271
20110103 183400;127.39;127.39;127.38;127.39;162119
20110103 183500;127.38;127.39;127.37;127.38;161186
20110103 183600;127.38;127.38;127.35;127.36;155457
20110103 183700;127.36;127.38;127.35;127.37;113207
20110103 183800;127.38;127.38;127.37;127.38;34426
20110103 183900;127.38;127.39;127.37;127.39;54416
20110103 184000;127.39;127.4;127.38;127.39;173945
20110103 184100;127.39;127.39;127.38;127.39;30208
20110103 184200;127.39;127.39;127.38;127.38;233672
20110103 184300;127.39;127.42;127.38;127.42;270740
20110103 184400;127.42;127.43;127.41;127.43;117838
20110103 184500;127.43;127.43;127.42;127.43;51562
20110103 184600;127.43;127.45;127.42;127.44;204501
20110103 184700;127.43;127.44;127.4;127.42;119040
20110103 184800;127.41;127.42;127.41;127.42;43281
20110103 184900;127.41;127.42;127.41;127.42;37600
20110103 185000;127.42;127.42;127.41;127.41;37872
20110103 185100;127.42;127.42;127.41;127.42;21401
20110103 185200;127.42;127.43;127.41;127.43;53594
20110103 185300;127.42;127.43;127.41;127.41;63689
20110103 185400;127.42;127.42;127.4;127.4;76537
20110103 185500;127.41;127.43;127.4;127.42;123126
20110103 185600;127.43;127.43;127.42;127.43;32483
20110103 185700;127.43;127.44;127.42;127.44;114579
20110103 185800;127.44;127.45;127.43;127.44;99671
20110103 185900;127.44;127.45;127.43;127.45;127937
20110103 190000;127.45;127.45;127.44;127.45;45180
20110103 190100;127.45;127.45;127.44;127.44;37680
20110103 190200;127.45;127.46;127.44;127.46;176017
20110103 190300;127.45;127.48;127.45;127.48;143156
20110103 190400;127.48;127.48;127.45;127.46;133373
20110103 190500;127.46;127.46;127.44;127.46;94470
20110103 190600;127.46;127.46;127.44;127.45;153715
20110103 190700;127.45;127.45;127.41;127.43;334697
20110103 190800;127.44;127.44;127.43;127.44;117988
20110103 190900;127.43;127.44;127.43;127.43;73149
20110103 191000;127.44;127.44;127.43;127.43;25689
20110103 191100;127.43;127.44;127.4;127.4;98180
20110103 191200;127.4;127.42;127.37;127.39;310862
20110103 191300;127.39;127.39;127.37;127.38;180205
20110103 191400;127.38;127.38;127.35;127.35;169371
20110103 191500;127.35;127.36;127.29;127.36;721714
20110103 191600;127.36;127.36;127.34;127.35;316727
20110103 191700;127.35;127.35;127.33;127.34;124335
20110103 191800;127.35;127.35;127.34;127.34;209332
20110103 191900;127.34;127.38;127.33;127.38;203407
20110103 192000;127.38;127.39;127.37;127.39;91327
20110103 192100;127.39;127.39;127.36;127.37;271586
20110103 192200;127.36;127.42;127.36;127.41;174193
20110103 192300;127.4;127.41;127.39;127.39;49255
20110103 192400;127.39;127.4;127.38;127.39;155664
20110103 192500;127.39;127.42;127.38;127.41;198976
20110103 192600;127.42;127.42;127.4;127.41;115208
20110103 192700;127.41;127.41;127.35;127.35;92527
20110103 192800;127.35;127.36;127.34;127.34;40050
20110103 192900;127.34;127.35;127.32;127.32;395777
20110103 193000;127.33;127.33;127.27;127.28;298514
20110103 193100;127.28;127.28;127.24;127.27;677030
20110103 193200;127.27;127.29;127.24;127.27;327149
20110103 193300;127.27;127.27;127.23;127.24;270221
20110103 193400;127.24;127.25;127.23;127.23;735921
20110103 193500;127.23;127.25;127.22;127.24;357031
20110103 193600;127.25;127.27;127.24;127.26;153105
20110103 193700;127.27;127.27;127.25;127.25;83065
20110103 193800;127.25;127.26;127.25;127.26;141054
20110103 193900;127.26;127.27;127.25;127.26;219601
20110103 194000;127.27;127.27;127.25;127.25;135621
20110103 194100;127.26;127.26;127.21;127.21;366228
20110103 194200;127.22;127.27;127.2;127.27;435115
20110103 194300;127.27;127.27;127.25;127.25;385456
20110103 194400;127.26;127.27;127.25;127.26;102322
20110103 194500;127.26;127.29;127.25;127.29;184252
20110103 194600;127.29;127.33;127.29;127.33;481942
20110103 194700;127.32;127.33;127.27;127.3;216547
20110103 194800;127.3;127.31;127.29;127.31;96632
20110103 194900;127.31;127.31;127.27;127.27;100488
20110103 195000;127.28;127.31;127.27;127.31;74812
20110103 195100;127.31;127.32;127.3;127.3;65457
20110103 195200;127.3;127.31;127.3;127.31;45410
20110103 195300;127.3;127.31;127.29;127.3;203737
20110103 195400;127.3;127.31;127.29;127.31;48710
20110103 195500;127.3;127.31;127.3;127.31;81155
20110103 195600;127.3;127.31;127.3;127.3;108200
20110103 195700;127.31;127.32;127.3;127.31;155760
20110103 195800;127.31;127.31;127.3;127.3;80998
20110103 195900;127.31;127.31;127.29;127.3;169286
20110103 200000;127.3;127.3;127.29;127.29;60301
20110103 200100;127.29;127.3;127.29;127.29;168415
20110103 200200;127.29;127.3;127.25;127.27;480698
20110103 200300;127.27;127.28;127.26;127.27;58734
20110103 200400;127.27;127.27;127.25;127.26;169129
20110103 200500;127.26;127.26;127.18;127.18;688571
20110103 200600;127.18;127.19;127.15;127.15;515381
20110103 200700;127.15;127.15;127.12;127.13;447358
20110103 200800;127.13;127.14;127.12;127.14;288550
20110103 200900;127.14;127.16;127.13;127.14;153242
20110103 201000;127.15;127.17;127.14;127.17;199886
20110103 201100;127.17;127.19;127.16;127.18;385930
20110103 201200;127.19;127.2;127.17;127.17;291177
20110103 201300;127.17;127.19;127.13;127.14;382420
20110103 201400;127.14;127.15;127.1;127.14;591619
20110103 201500;127.14;127.16;127.1;127.14;568143
20110103 201600;127.13;127.15;127.13;127.13;120217
20110103 201700;127.14;127.14;127.08;127.08;589390
20110103 201800;127.08;127.09;127.04;127.05;804480
20110103 201900;127.06;127.12;127.05;127.11;576542
20110103 202000;127.12;127.14;127.1;127.11;623652
20110103 202100;127.11;127.11;127.08;127.09;194863
20110103 202200;127.09;127.1;127.06;127.07;275171
20110103 202300;127.07;127.08;127.05;127.05;732238
20110103 202400;127.05;127.06;127.02;127.04;425390
20110103 202500;127.04;127.06;127.02;127.06;278945
20110103 202600;127.06;127.1;127.05;127.1;381824
20110103 202700;127.1;127.11;127.08;127.09;502236
20110103 202800;127.09;127.11;127.08;127.08;193736
20110103 202900;127.09;127.09;127.05;127.07;287327
20110103 203000;127.07;127.08;127.06;127.07;179679
20110103 203100;127.07;127.08;127.06;127.08;77292
20110103 203200;127.07;127.11;127.07;127.11;430211
20110103 203300;127.1;127.15;127.1;127.15;402564
20110103 203400;127.15;127.15;127.14;127.15;77762
20110103 203500;127.15;127.15;127.14;127.15;100904
20110103 203600;127.15;127.19;127.14;127.19;530635
20110103 203700;127.18;127.21;127.18;127.19;302080
20110103 203800;127.19;127.19;127.17;127.19;276248
20110103 203900;127.19;127.19;127.13;127.15;543960
20110103 204000;127.14;127.16;127.1;127.11;293161
20110103 204100;127.11;127.15;127.09;127.14;762525
20110103 204200;127.14;127.16;127.13;127.16;195629
