id,price,amount,type
1357010438771604,13.48996,0.1,bid
1357010439820125,13.5,0.39987013,bid
1357010441543830,13.5,0.17286242,bid
1357010446574881,13.42969,0.01,ask
1357010461328902,13.5,21.77465561,bid
1357010461380071,13.502,0.1,bid
1357010461449569,13.51,0.1,bid
1357010461532708,13.52,13.09101997,bid
1357010464806229,13.46569,0.01,ask
1357010508588202,13.51899,0.37819203,bid
1357010509342425,13.519,11.33987203,bid
1357010510672636,13.48568,0.01,ask
1357011324861358,13.52,2.22386953,bid
1357011325375267,13.48569,0.01,ask
1357011530474152,13.52,8.52159763,bid
1357011530958816,13.48569,0.01,ask
1357011850726784,13.52,20.61284719,bid
1357011850818282,13.52,0.1,bid
1357011851112543,13.54994,4.1326611,bid
1357011853253972,13.48569,0.01,ask
1357012584762379,13.52889,0.14373855,bid
1357012585127324,13.5289,1.27556145,bid
1357012585813444,13.49566,0.01,ask
1357012798644700,13.49567,20.12957515,ask
1357012991389131,13.49567,0.2,ask
1357014080141974,13.52989,0.01325915,bid
1357014080209923,13.5299,21.98674085,bid
1357014398308604,13.49567,14.87093864,ask
1357014398377693,13.49566,0.09,ask
1357014508050111,13.48568,0.09,ask
1357014528498209,13.47771,14.47508272,ask
1357014528558653,13.4777,0.1,ask
1357014770328699,13.4777,5.5937,bid
1357014939602712,13.4777,2.22386953,bid
1357015020891894,13.47001,8.502,ask
1357015201062835,13.4777,17.51734775,bid
1357015201117873,13.47771,10.97712,bid
1357015300389809,13.47001,6.98166583,ask
1357015300460254,13.47,3.125,ask
1357015315067121,13.47,3.25633417,bid
1357015436630573,13.47771,1.02268,bid
1357015436712155,13.49566,34.54937513,bid
1357015894327050,13.472,0.88,ask
1357015928831340,13.49565,4.45799646,bid
1357016313602939,13.472,1.0,ask
1357016435466591,13.49499,35.57246059,bid
1357016496604186,13.49499,0.0889,bid
1357016621947360,13.472,1.86366583,ask
1357016622128189,13.47,24.2339,ask
1357016783171212,13.46661,4.0,ask
1357016902219468,13.49565,24.16436915,bid
1357016902299548,13.49566,1.46968623,bid
1357016902354035,13.50196,0.1,bid
1357016902407917,13.50995,0.1,bid
1357016902457729,13.51995,0.1,bid
1357016902508797,13.5299,9.61193652,bid
1357016905197237,13.46661,0.01,ask
1357016966679487,13.52989,2.0,bid
1357017081325530,13.52989,2.05292384,bid
1357017081391669,13.5299,11.40132263,bid
1357017081456097,13.53,0.1,bid
1357017081554777,13.53999,19.57328917,bid
1357017081605636,13.54,0.1,bid
1357017081685266,13.54995,2.23515732,bid
1357017083979898,13.49562,0.01,ask
1357017309137162,13.54994,0.10719298,bid
1357017309231299,13.54995,35.32098199,bid
1357017310353751,13.51564,0.01,ask
1357017473221360,13.54995,1.0,bid
1357017474623099,13.51564,0.01,ask
1357017709540236,13.54995,0.4,bid
1357017712515579,13.51564,0.01,ask
1357018315755930,13.51564,5.9985,ask
1357018499937483,13.535,0.1,bid
1357018499982271,13.54,0.1,bid
1357018500459916,13.54995,1.21731076,bid
1357018501311569,13.51564,0.01,ask
1357018554445802,13.54995,2.21893491,bid
1357018554977376,13.51564,0.01,ask
1357018935808181,13.53996,0.1,bid
1357018935895164,13.54995,6.70015756,bid
1357018938439587,13.51564,0.01,ask
1357019222617540,13.51564,1.25766508,ask
1357019540987973,13.51564,17.70621584,ask
1357019677049821,13.51564,0.40570113,ask
1357020588219225,13.52,3.0,bid
1357020622303677,13.54499,6.22162585,bid
1357022060180356,13.51564,1.44,ask
1357022173123085,13.54488,2.21893491,bid
1357022209035784,13.54488,15.59423191,bid
1357022521120200,13.54488,1.17415153,bid
1357022521801984,13.54488,0.2,bid
1357022523007745,13.54489,1.30202728,ask
1357022667894946,13.54489,12.08952119,ask
1357022669067300,13.51564,0.01,ask
1357022719295627,13.51564,10.0,ask
1357022751936714,13.51564,1.0,ask
1357023057327794,13.51647,0.08274714,ask
1357023057498325,13.51647,0.0823334,ask
1357023057551894,13.51563,0.01882024,ask
1357023204354071,13.51647,8.5,ask
1357023301748477,13.51647,4.0,ask
1357024171806495,13.52025,2.93,bid
1357024464172776,13.53498,11.03515632,bid
1357024464236392,13.53499,0.1,bid
1357024464283758,13.53499,0.89,bid
1357024477375338,13.535,0.75,bid
1357024487853997,13.54487,0.0275967,bid
1357024487924520,13.54488,7.91047881,bid
1357024500161462,13.545,0.280976,bid
1357024501104481,13.52028,0.01,ask
1357024793310125,13.54499,0.0357581,bid
1357024793371493,13.545,10.67100553,bid
1357024794093657,13.52028,0.01,ask
1357024860505127,13.52028,0.61,ask
1357025021842520,13.52028,8.04,ask
1357025090455161,13.52028,9.19841708,ask
1357025090533888,13.52027,0.80158292,ask
1357025134634848,13.52027,8.0,ask
1357025165669262,13.52027,3.0,ask
1357025200046034,13.52027,0.26841708,ask
1357025355639912,13.51648,5.0,ask
1357025433955755,13.54499,4.7,bid
1357025434412589,13.54499,0.07007904,bid
1357025789489020,13.53999,2.21893491,bid
1357026129969171,13.53,1.0,ask
1357026191849068,13.53,1.0,ask
1357026222297825,13.53,6.9,ask
1357026433910705,13.52998,1.45649881,bid
1357026469372312,13.51647,2.90527818,ask
1357026485727922,13.51647,4.66037007,ask
1357026579153253,13.51563,0.08117976,ask
1357026685864891,13.51064,0.1,ask
1357026688832316,13.50565,0.1,ask
1357026748771212,13.50564,1.89854207,bid
1357026765679989,13.50565,2.02574255,ask
1357026765746245,13.5,2.89625745,ask
1357026846835262,13.50001,11.83712693,ask
1357026846909772,13.5,7.82374255,ask
1357026846983367,13.49561,0.1,ask
1357026847066444,13.48563,0.1,ask
1357026847125933,13.47766,0.1,ask
1357026847183691,13.472,0.42328607,ask
1357026847236725,13.47,1.0,ask
1357026848307915,13.47,0.53,ask
1357026848532328,13.4666,1.0,ask
1357026848559588,13.46568,0.1,ask
1357026848593756,13.45839,0.1,ask
1357026849053555,13.45003,14.25984445,ask
1357027223653707,13.48262,0.1,bid
1357027363205565,13.48264,6.0,ask
1357027422863211,13.48992,0.1,bid
1357027423949886,13.5,260.0,bid
1357027424051099,13.5,23.77,bid
1357027667068551,13.5,0.05518704,ask
1357027759410016,13.5,4.0,ask
1357028510263422,13.5,6.88448414,ask
1357028590660470,13.5,0.1,ask
1357028893368665,13.5,0.1,ask
1357029068847960,13.5,4.99032882,ask
1357029068915344,13.46572,0.1,ask
1357029068967132,13.46572,0.1,ask
1357029069020788,13.45835,0.1,ask
1357029069076689,13.45403,7.35824581,ask
1357029069169709,13.45004,1.26142537,ask
1357029164465587,13.45023,2.84,ask
1357029364679967,13.45093,20.52,ask
1357029403939475,13.47,0.1,bid
1357029403985594,13.48258,0.1,bid
1357029404041384,13.50192,0.1,bid
1357029404099292,13.5099,0.1,bid
1357029404141212,13.5199,0.1,bid
1357029404217330,13.52,1.71893491,bid
1357029406293794,13.45831,0.01,ask
1357029415033513,13.49556,0.1,ask
1357029908775361,13.51984,22.1895,bid
1357029985810197,13.49556,0.1,ask
1357030009871411,13.48558,0.1,ask
1357030029539820,13.47762,0.1,ask
1357030029585900,13.45831,0.09,ask
1357030029685852,13.45002,1.61,ask
1357030163280151,13.45035,4.0,ask
1357030623511847,13.48252,3.0,bid
1357030638084332,13.45167,0.01,ask
1357031513220805,13.45175,34.96808767,ask
1357031646416858,13.48246,0.10851803,bid
1357031918504028,13.45002,0.00350748,ask
1357032249503330,13.48219,22.2293,bid
1357032307359464,13.48219,0.02459541,bid
1357032482755858,13.45003,0.08,ask
1357033020072377,13.48139,2.23048327,bid
1357033358353044,13.45003,3.41671481,ask
1357033358431419,13.45002,0.67328519,ask
1357034126054226,13.47477,3.2,bid
1357034127574077,13.47477,0.03303284,bid
1357035185761724,13.45003,0.5,ask
1357035324231222,13.45003,0.1,ask
1357035337383449,13.45003,0.2,ask
1357035849188638,13.45003,0.15873438,ask
1357035849274755,13.45002,0.324401,ask
1357035849351772,13.45,1.0,ask
1357035849423898,13.44575,0.1,ask
1357035849506759,13.43988,1.41686462,ask
1357035906691256,13.43997,1.0,ask
1357036225890578,13.44105,6.05,ask
1357036634037785,13.46,0.1,bid
1357036636443273,13.46998,2.12717149,bid
1357037052612698,13.4437,1.0,ask
1357037400228589,13.46973,20.0,bid
1357037505778869,13.46973,23.43,bid
1357037858051866,13.44029,0.01,ask
1357037864651389,13.43989,0.01,ask
1357038344625934,13.4697,10.66463123,bid
1357038344940563,13.47,13.08536877,bid
1357038347978604,13.44121,0.01,ask
1357038753193082,13.44221,0.1275,ask
1357039882218765,13.44224,0.16,ask
1357040103235920,13.44224,0.08412769,ask
1357040103332760,13.43987,6.86407978,ask
1357040103386875,13.4384,2.96,ask
1357040103445801,13.4383,3.56,ask
1357040103493161,13.43577,0.1,ask
1357040103537518,13.43577,0.1,ask
1357040103635915,13.4225,100.0,ask
1357040103728899,13.42,7.45156482,ask
1357040103776334,13.42,1.0,ask
1357040103849476,13.411,173.35546697,ask
1357040103892419,13.41,5.0,ask
1357040103932269,13.41,3.57,ask
1357040103980009,13.4086,2.5,ask
1357040104030831,13.40797,34.69662223,ask
1357040104085208,13.405,0.16,ask
1357040104134096,13.40001,0.04316025,ask
1357040104181006,13.40001,0.04322526,ask
1357040104234599,13.40001,0.04332266,ask
1357040104277043,13.40001,0.04344339,ask
1357040104331291,13.40001,0.04348971,ask
1357040104404513,13.40001,0.04348968,ask
1357040104442850,13.40001,0.04346406,ask
1357040104491643,13.40001,0.04342788,ask
1357040104566981,13.4,0.00020523,ask
1357040104626117,13.4,1.49233208,ask
1357040104734013,13.4,1212.64224259,ask
1357040132568688,13.40001,57.56363749,ask
1357040132671896,13.4,1434.97366251,ask
1357040151482070,13.4,5.34938494,ask
1357040190821578,13.4,0.81,ask
1357040248669804,13.44217,2.22717149,bid
1357040344314800,13.4,2.30521,ask
1357040355719214,13.44217,0.35041675,bid
1357041149039558,13.44157,41.66930676,bid
1357042368830560,13.4,1169.76835447,ask
1357042368896563,13.4,0.99235746,ask
1357042368949162,13.4,149.2537,ask
1357042368989051,13.4,30.5,ask
1357042369065093,13.4,1.49,ask
1357042369106525,13.4,0.16,ask
1357042369147268,13.4,47.7122,ask
1357042644315558,13.39853,0.1,ask
1357042644374361,13.39354,0.1,ask
1357042644433243,13.391,0.1048,ask
1357042874856495,13.39101,2.77206018,ask
1357043730089022,13.391,1.6128,ask
1357043792770973,13.39001,0.9665,ask
1357043816615423,13.4,11.12338807,bid
1357043861545326,13.41764,2.22717149,bid
1357044083497947,13.4,8.87661193,ask
1357044083555636,13.39,10.0,ask
1357044083702113,13.38639,0.14659,ask
1357044083755522,13.38253,5.2307,ask
1357044083813047,13.381,3.0,ask
1357044083868235,13.38,44.0957,ask
1357044083937521,13.38,96.9357,ask
1357044083990287,13.38,21.676,ask
1357044085885776,13.37583,0.01,ask
1357044109595245,13.37583,37.30296411,ask
1357044109682750,13.37582,2.06687366,ask
1357044109737428,13.3737,0.10519414,ask
1357044109782399,13.3701,1.35289863,ask
1357044109835327,13.37,22.0,ask
1357044109918269,13.37,87.03635377,ask
1357044109965557,13.37,1.0,ask
1357044444641365,13.36884,0.43221942,ask
1357044453628043,13.36884,8.34551418,ask
1357044453733047,13.36883,5.78279,ask
1357044453796682,13.36505,0.12588117,ask
1357044453851487,13.3637,0.37,ask
1357044453913016,13.36148,0.09314629,ask
1357044453971102,13.3612,0.8981,ask
1357044454114031,13.36,80.66654291,ask
1357044454165144,13.36,0.21,ask
1357044454228655,13.36,154.75869951,ask
1357044624334389,13.36001,0.1,ask
1357044657784490,13.36001,15.24097676,ask
1357044657854902,13.36,183.21921815,ask
1357044741881288,13.36,11.22754491,ask
1357044827257669,13.37,0.1,bid
1357044827629971,13.38,0.1,bid
1357044827737688,13.39,0.1,bid
1357044827780756,13.4,0.1,bid
1357044827889705,13.417,20.0,bid
1357044827927436,13.41765,0.1,bid
1357044827990554,13.42265,0.1,bid
1357044828064522,13.43423,2.41814957,bid
1357044830071125,13.36001,0.01,ask
1357044836888356,13.43422,11.51765085,bid
1357044837645758,13.39849,0.01,ask
1357044838592833,13.39849,0.09,ask
1357044844405806,13.43986,23.01814957,bid
1357045777978133,13.3935,0.1,ask
1357045856998456,13.39,0.1,ask
1357045994838268,13.37588,0.1,ask
1357045994911512,13.37,0.1,ask
1357045994942661,13.3688,0.43,ask
1357045994979430,13.3659,0.1,ask
1357045995013850,13.3637,0.37,ask
1357045995079696,13.36,12.8998,ask
1357046058844312,13.36001,1.23189291,ask
1357046108879799,13.38995,6.77928745,bid
1357046292255420,13.36001,2.61,ask
1357046292431500,13.36001,0.67,ask
1357046292607242,13.36001,1.0,ask
1357046341775119,13.36001,3.53744069,ask
1357046360047048,13.36,1.0,ask
1357046625419890,13.36,0.2,bid
1357046625474091,13.38995,0.09293924,bid
1357046625524452,13.38996,0.1,bid
1357046625565356,13.39996,0.007403,bid
1357046680818226,13.36586,0.1,ask
1357046715383186,13.36585,0.1,bid
1357046837659355,13.36585,0.1,bid
1357046904236035,13.35742,0.1,ask
1357046998999673,13.36585,0.04,bid
1357047068263897,13.37584,0.1,ask
1357047477008644,13.37583,2.23546945,bid
1357047976574780,13.36582,0.1,ask
1357047976724843,13.35741,0.7419,ask
1357047977068969,13.35658,0.16669454,ask
1357047977159500,13.35595,0.08864114,ask
1357047977212779,13.35592,0.1,ask
1357047977257737,13.35582,0.08864199,ask
1357047977318727,13.3554,0.08864476,ask
1357047977356935,13.3545,0.08865075,ask
1357047977399239,13.35443,0.08865121,ask
1357047977438822,13.35437,0.08810576,ask
1357047977493186,13.35391,0.08810877,ask
1357047977552384,13.35354,0.11631345,ask
1357047977606115,13.3535,0.13,ask
1357047977638655,13.35348,0.12806854,ask
1357047977668799,13.35258,0.08811755,ask
1357047977749154,13.3525,200.0,ask
1357047977806777,13.35177,0.08812292,ask
1357047977844727,13.3516,3.18703346,ask
1357048161007436,13.37583,0.3394,bid
1357048366216294,13.37583,0.01,bid
1357048625966117,13.37583,7.1207323,bid
1357048740362786,13.37583,26.9142,bid
1357049109994535,13.35161,1.02654715,ask
1357049177005991,13.35161,12.0,ask
1357049231621501,13.35161,2.6855218,ask
1357049263688980,13.35161,0.42927743,ask
1357049263747551,13.3516,0.37787061,ask
1357049890095726,13.35161,19.58094688,ask
1357049890161698,13.3516,1.43509593,ask
1357049890216963,13.35127,0.08812619,ask
1357049890352839,13.351,0.2051,ask
1357049890425479,13.35012,0.14076486,ask
1357049890866415,13.35001,26.2172,ask
1357049893240918,13.35001,20.0,ask
1357049893344458,13.35001,2.01066,ask
1357049893659191,13.35,1.55473551,ask
1357049893792877,13.35,9.576397,ask
1357049893866677,13.35,50.0,ask
1357049894762542,13.35,0.15,ask
1357049894887323,13.35,0.6217,ask
1357049896295424,13.35,4.7252749,ask
1357049896835714,13.35,4.1,ask
1357049896915972,13.35,0.25,ask
1357049897266453,13.34913,0.08814034,ask
1357049898186075,13.34701,0.1,ask
1357049898358610,13.34617,0.20316464,ask
1357049898404168,13.34593,0.1,ask
1357049898454435,13.34566,0.0882491,ask
1357049898506315,13.34535,0.0881653,ask
1357049898556085,13.34514,0.08825251,ask
1357049898596351,13.34461,0.12286239,ask
1357049898651282,13.34386,0.08817513,ask
1357049898709320,13.34377,0.08826157,ask
1357049898747684,13.34338,0.08826419,ask
1357049898801274,13.3432,0.08826537,ask
1357049898840980,13.34287,0.15465624,ask
1357049898876781,13.34239,0.08827076,ask
1357049898917183,13.34212,0.10097602,ask
1357049898970743,13.34163,22.61342504,ask
1357049899005737,13.34116,0.03342447,ask
1357049899045515,13.34116,0.08819303,ask
1357049899120723,13.3404,1.4025,ask
1357049899162888,13.34016,0.08819959,ask
1357049899237300,13.34,100.0,ask
1357049899311821,13.34,10.0,ask
1357049899354754,13.33971,0.08828848,ask
1357049899636313,13.33935,0.08829084,ask
1357049899680272,13.33922,0.0882917,ask
1357049899720142,13.3392,0.08829183,ask
1357049900323730,13.3377,0.0814,ask
1357049901344129,13.33711,0.02886,ask
1357049901402196,13.33711,0.1,ask
1357049901462052,13.3362,4.3706,ask
1357049901588113,13.33595,0.1,ask
1357049902064364,13.33561,5.0,ask
1357049902109202,13.33485,0.1,ask
1357049902173188,13.33421,0.14911502,ask
1357049902213634,13.33407,0.08823988,ask
1357049902325802,13.33338,0.19982741,ask
1357049902386785,13.33312,0.12588117,ask
1357049902568295,13.33221,0.01343,ask
1357049902633063,13.33081,0.17005418,ask
1357049902768824,13.33,15.0,ask
1357049902868219,13.33,5.0,ask
1357049902976085,13.32991,0.13832276,ask
1357049903039541,13.32991,5.40124201,ask
1357049903215048,13.32777,9.50802122,ask
1357049903255251,13.32757,0.27500049,ask
1357049903304240,13.32722,0.1,ask
1357049903356384,13.32646,0.3841,ask
1357049903415296,13.32365,0.17386422,ask
1357049903448713,13.322,1.0,ask
1357049903493373,13.32061,0.19097099,ask
1357049903603320,13.32001,3.2483,ask
1357049903647304,13.32,1.0,ask
1357049903682927,13.32,1.0,ask
1357049903728795,13.32,1.0,ask
1357049903783914,13.32,2.625,ask
1357049903821896,13.32,5.0,ask
1357049903887551,13.32,612.37617567,ask
1357049903927386,13.3186,1.5242,ask
1357049904082331,13.31819,0.20576848,ask
1357049904222970,13.31777,102.89677401,ask
1357049904282534,13.31768,27.4,ask
1357049904333880,13.3174,0.2428648,ask
1357049904365981,13.31732,0.1,ask
1357049904488787,13.31565,0.22598741,ask
1357049904535777,13.3141,1.7591,ask
1357049904569492,13.31338,0.18684603,ask
1357049904647893,13.3125,20.78821558,ask
1357049904716240,13.3112,1.0,ask
1357049904763868,13.3112,0.04368134,ask
1357049904828373,13.3112,1500.0,ask
1357049904871499,13.31094,5.0,ask
