Date,USD,GBP,EUR
2005-10-30,470.75,264.244,388.247
2005-10-23,462.85,260.467,384.587
2005-10-16,466.0,265.255,387.784
2005-10-09,472.7,268.397,389.856
2005-10-02,473.25,268.039,393.13
2005-09-25,462.65,259.916,383.306
2005-09-18,457.2,253.577,374.294
2005-09-11,448.25,243.747,361.404
2005-09-04,443.6,241.231,353.213
2005-08-28,436.75,241.699,354.505
2005-08-21,439.65,244.999,361.257
2005-08-14,447.25,246.5,359.641
2005-08-07,438.25,246.846,354.83
2005-07-31,429.0,244.125,353.844
2005-07-24,425.0,243.777,350.487
2005-07-17,418.35,238.621,347.553
2005-07-10,424.4,243.349,354.109
2005-07-03,432.6,243.376,359.362
2005-06-26,440.55,241.795,364.694
2005-06-19,437.5,239.857,358.901
2005-06-12,422.55,232.234,347.692
2005-06-05,423.55,233.078,345.051
2005-05-29,418.25,229.581,333.639
2005-05-22,418.0,228.853,332.935
2005-05-15,420.0,226.598,332.542
2005-05-08,425.15,224.638,330.856
2005-05-01,435.7,227.996,336.812
2005-04-24,434.6,226.815,332.314
2005-04-17,424.6,224.739,329.607
2005-04-10,425.2,227.38,331.411
2005-04-03,427.15,225.528,328.451
2005-03-27,425.15,227.134,327.29
2005-03-20,437.15,228.229,329.055
2005-03-13,443.7,230.47,330.109
2005-03-06,433.45,225.638,327.949
2005-02-27,434.25,226.916,329.152
2005-02-20,427.1,225.502,326.904
2005-02-13,418.85,224.693,325.675
2005-02-06,415.9,220.625,320.861
2005-01-30,426.8,226.251,327.1
2005-01-23,423.3,226.364,325.415
2005-01-16,422.5,225.779,322.224
2005-01-09,422.2,224.467,320.455
2005-01-02,435.6,226.851,320.247
2004-12-26,441.1,229.68,327.056
2004-12-19,438.9,226.529,330.298
2004-12-12,434.0,226.987,328.663
2004-12-05,448.65,232.052,336.118
2004-11-28,451.0,238.221,340.121
2004-11-21,445.6,240.022,341.718
2004-11-14,436.05,235.83,337.709
2004-11-07,431.0,233.541,333.979
2004-10-31,425.55,232.351,334.184
2004-10-24,422.8,231.671,334.971
2004-10-17,420.4,233.167,337.048
2004-10-10,421.75,235.115,339.984
2004-10-03,418.1,232.795,337.042
2004-09-26,407.85,225.893,331.316
2004-09-19,405.7,226.269,333.114
2004-09-12,401.35,223.158,326.619
2004-09-05,401.15,225.277,332.078
2004-08-29,405.1,225.733,337.292
2004-08-22,410.55,225.45,333.401
2004-08-15,396.75,215.918,322.037
2004-08-08,399.0,216.471,325.847
2004-08-01,391.4,214.878,323.792
2004-07-25,391.5,213.084,321.613
2004-07-18,406.3,216.809,326.241
2004-07-11,406.5,219.516,328.379
2004-07-04,397.75,217.373,323.374
2004-06-27,401.5,220.386,330.317
2004-06-20,395.1,214.962,326.125
2004-06-13,384.85,211.363,320.228
2004-06-06,388.3,211.239,317.628
2004-05-30,393.25,214.223,321.677
2004-05-23,385.3,215.131,320.256
2004-05-16,376.5,213.617,316.786
2004-05-09,380.8,212.714,318.821
2004-05-02,388.5,218.688,324.426
2004-04-25,394.5,223.184,333.277
2004-04-18,400.85,222.942,333.903
2004-04-11,419.5,228.673,347.354
2004-04-04,419.0,228.862,343.922
2004-03-28,421.5,231.657,346.343
2004-03-21,412.0,224.462,333.468
2004-03-14,398.0,221.641,325.403
2004-03-07,399.25,216.103,321.509
2004-02-29,395.85,213.109,317.875
2004-02-22,405.25,216.076,320.787
2004-02-15,416.0,219.479,323.484
2004-02-08,404.25,218.809,318.182
2004-02-01,399.75,220.03,322.327
2004-01-25,409.0,222.949,322.301
2004-01-18,408.4,226.11,328.481
2004-01-11,423.35,229.707,330.226
2004-01-04,415.25,232.048,329.433
2003-12-28,409.25,232.067,330.04
2003-12-21,409.75,231.825,330.177
2003-12-14,407.1,232.961,332.191
2003-12-07,402.4,233.275,331.958
2003-11-30,398.35,231.196,331.82
2003-11-23,395.5,231.734,331.656
2003-11-16,396.7,234.914,336.557
2003-11-09,378.95,227.666,331.83
2003-11-02,386.25,227.943,332.315
2003-10-26,388.25,228.584,328.385
2003-10-19,370.5,221.458,318.984
2003-10-12,372.3,223.135,315.375
2003-10-05,384.25,230.435,329.687
2003-09-28,382.7,230.195,333.072
2003-09-21,379.75,233.104,335.616
2003-09-14,378.25,235.773,334.794
2003-09-07,375.8,236.829,340.46
2003-08-31,375.6,237.767,342.451
2003-08-24,358.75,228.285,330.493
2003-08-17,364.5,228.126,323.511
2003-08-10,353.95,219.64,312.125
2003-08-03,352.35,219.041,313.758
2003-07-27,363.0,224.143,314.613
2003-07-20,344.35,216.982,307.813
2003-07-13,343.7,210.304,303.971
2003-07-06,351.3,210.511,306.197
2003-06-29,345.5,209.394,301.984
2003-06-22,358.0,214.115,307.29
2003-06-15,353.05,211.597,299.271
2003-06-08,363.0,218.267,310.018
2003-06-01,361.4,220.5,307.182
2003-05-25,370.5,226.26,314.219
2003-05-18,355.0,217.992,307.546
2003-05-11,347.9,216.895,303.128
2003-05-04,340.5,211.951,303.341
2003-04-27,333.25,209.789,303.368
2003-04-20,327.0,206.962,298.985
2003-04-13,324.8,207.011,302.421
2003-04-06,323.8,207.205,302.25
2003-03-30,330.75,210.803,307.103
2003-03-23,333.5,212.718,315.814
2003-03-16,335.2,210.884,311.466
2003-03-09,350.75,218.808,317.795
2003-03-02,347.45,220.673,322.459
2003-02-23,352.3,220.947,325.872
2003-02-16,354.25,219.418,328.222
2003-02-09,373.25,228.567,344.645
2003-02-02,367.5,223.269,341.543
2003-01-26,366.0,224.609,338.826
2003-01-19,357.0,220.848,334.897
2003-01-12,353.0,219.323,334.439
2003-01-05,344.5,215.447,331.569
2002-12-29,349.3,218.108,336.351
2002-12-22,341.6,213.034,332.716
2002-12-15,332.2,209.102,324.604
2002-12-08,325.75,206.76,323.165
2002-12-01,319.05,205.085,320.976
2002-11-24,317.7,200.632,317.256
2002-11-17,319.1,202.629,318.082
2002-11-10,321.7,202.863,318.578
2002-11-03,319.85,204.534,320.33
2002-10-27,313.0,201.351,320.664
2002-10-20,312.75,201.865,321.165
2002-10-13,316.85,203.109,321.577
2002-10-06,320.3,204.312,326.105
2002-09-29,320.05,205.754,327.584
2002-09-22,322.3,207.775,328.609
2002-09-15,318.8,203.836,324.313
2002-09-08,319.25,204.385,323.783
2002-09-01,312.8,201.937,318.566
2002-08-25,305.95,201.283,314.925
2002-08-18,314.2,204.757,319.471
2002-08-11,312.95,205.469,322.962
2002-08-04,305.05,194.733,309.758
2002-07-28,304.95,193.952,307.409
2002-07-21,322.9,204.484,318.41
2002-07-14,316.7,204.072,319.738
2002-07-07,311.3,204.803,319.708
2002-06-30,318.5,208.238,321.393
2002-06-23,322.7,215.636,334.093
2002-06-16,322.1,217.9,339.053
2002-06-09,326.4,223.256,344.849
2002-06-02,326.6,223.469,349.118
2002-05-26,320.95,220.433,348.291
2002-05-19,310.6,212.959,338.898
2002-05-12,311.15,212.752,340.912
2002-05-05,310.45,211.406,340.219
2002-04-28,306.6,210.649,341.349
2002-04-21,301.8,208.584,339.597
2002-04-14,300.35,208.968,341.851
2002-04-07,301.0,209.683,342.24
2002-03-31,301.4,211.732,345.444
2002-03-24,294.25,206.274,334.489
2002-03-17,290.3,203.605,327.726
2002-03-10,289.15,203.126,329.892
2002-03-03,295.4,207.94,340.676
2002-02-24,292.75,204.577,334.38
2002-02-17,299.85,209.173,343.274
2002-02-10,304.3,214.492,348.369
2002-02-03,283.9,200.806,329.465
2002-01-27,279.0,197.732,322.917
2002-01-20,283.2,197.655,321.818
2002-01-13,285.75,197.682,320.276
2002-01-06,277.75,192.574,309.989
2001-12-30,276.5,191.23,314.24
2001-12-23,277.5,192.374,311.728
2001-12-16,277.05,190.832,306.811
2001-12-09,274.1,191.344,307.459
2001-12-02,275.5,193.198,307.649
2001-11-25,273.1,193.277,310.765
2001-11-18,274.5,192.052,310.24
2001-11-11,277.15,190.089,310.185
2001-11-04,279.9,191.189,309.795
2001-10-28,277.25,193.543,310.958
2001-10-21,279.15,194.029,310.512
2001-10-14,281.8,194.385,311.898
2001-10-07,291.2,197.023,317.384
2001-09-30,293.1,199.932,321.205
2001-09-23,292.5,200.48,319.045
2001-09-16,285.75,193.926,310.801
2001-09-09,273.6,187.372,303.73
2001-09-02,273.0,187.835,299.276
2001-08-26,272.8,188.724,298.534
2001-08-19,277.45,192.58,303.722
2001-08-12,275.8,193.435,308.329
2001-08-05,267.85,187.504,302.484
2001-07-29,266.15,186.497,303.305
2001-07-22,269.7,188.338,307.877
2001-07-15,266.35,190.318,312.801
2001-07-08,265.1,189.02,315.595
2001-07-01,270.6,192.529,319.367
2001-06-24,273.3,193.665,319.839
2001-06-17,272.2,193.42,315.411
2001-06-10,267.0,193.534,314.858
2001-06-03,265.4,187.694,313.712
2001-05-27,276.25,194.474,321.82
2001-05-20,273.0,190.976,311.288
2001-05-13,269.05,189.739,307.135
2001-05-06,266.6,185.165,297.279
2001-04-29,264.6,184.519,296.437
2001-04-22,263.85,183.102,293.167
2001-04-15,259.25,180.411,291.063
2001-04-08,258.8,180.474,287.715
2001-04-01,257.7,180.627,291.252
2001-03-25,262.85,184.069,294.411
2001-03-18,260.7,182.028,290.862
2001-03-11,269.8,183.775,289.175
2001-03-04,263.1,178.433,280.73
2001-02-25,260.45,179.869,286.681
2001-02-18,257.45,177.063,280.967
2001-02-11,259.9,179.911,281.125
2001-02-04,266.7,181.244,285.454
2001-01-28,263.55,180.576,285.846
2001-01-21,264.9,179.91,281.958
2001-01-14,263.7,177.695,277.667
2001-01-07,267.4,178.148,280.882
2000-12-31,274.45,184.244,295.584
2000-12-24,273.1,185.467,298.895
2000-12-17,270.35,183.5,301.091
2000-12-10,272.95,188.436,307.203
2000-12-03,269.2,188.002,308.716
2000-11-26,265.55,189.004,316.244
2000-11-19,265.25,186.467,311.509
2000-11-12,264.85,185.042,306.539
2000-11-05,264.65,183.301,306.663
2000-10-29,263.8,183.513,315.475
2000-10-22,270.45,187.124,322.156
2000-10-15,273.25,186.812,317.069
2000-10-08,270.0,186.528,310.167
2000-10-01,273.65,185.803,311.143
2000-09-24,273.95,187.701,310.425
2000-09-17,272.6,193.814,316.388
2000-09-10,272.75,191.875,314.591
2000-09-03,277.0,189.856,307.539
2000-08-27,273.65,185.5,302.878
2000-08-20,275.6,184.496,303.224
2000-08-13,272.7,181.208,300.099
2000-08-06,273.95,182.208,301.873
2000-07-30,278.1,185.153,300.811
2000-07-23,279.3,184.356,298.587
2000-07-16,280.25,186.833,299.572
2000-07-09,282.85,186.737,297.831
2000-07-02,288.15,190.248,300.72
2000-06-25,285.8,190.14,303.494
2000-06-18,290.1,191.485,302.03
2000-06-11,284.4,188.744,299.842
2000-06-04,281.6,186.305,296.733
2000-05-28,271.3,184.094,296.568
2000-05-21,273.15,184.001,306.738
2000-05-14,276.65,182.246,304.882
2000-05-07,280.75,182.959,313.092
2000-04-30,275.05,175.583,302.253
2000-04-23,279.85,177.064,298.666
2000-04-16,282.0,177.47,293.995
2000-04-09,280.15,177.142,292.646
2000-04-02,276.75,173.337,288.943
2000-03-26,284.85,179.185,293.267
2000-03-19,283.9,180.483,293.315
2000-03-12,290.25,183.523,301.277
2000-03-05,288.5,182.745,300.803
2000-02-27,294.0,184.291,299.328
2000-02-20,303.55,189.98,308.58
2000-02-13,311.5,194.907,316.984
